SSTP_GeneID	XLOC_GeneID	XLOC_TranscriptID	Chromosome
SSTP_0000049400	XLOC_004742	TCONS_00010920.p1	Ss_chr2
SSTP_0000049500	XLOC_004743	TCONS_00006611.p1	Ss_chr2
SSTP_0000049600	XLOC_004744	TCONS_00006612.p1	Ss_chr2
SSTP_0000049650	XLOC_007054	TCONS_00011943.p1	Ss_chr2
SSTP_0000049700	XLOC_007055	TCONS_00009219.p1	Ss_chr2
SSTP_0000049700	XLOC_007055	TCONS_00011944.p1	Ss_chr2
SSTP_0000049800	XLOC_007056	TCONS_00009220.p1	Ss_chr2
SSTP_0000049900	XLOC_004745	TCONS_00006613.p1	Ss_chr2
SSTP_0000050000	XLOC_007057	TCONS_00009221.p1	Ss_chr2
SSTP_0000050100	XLOC_007057	TCONS_00009221.p1	Ss_chr2
SSTP_0000050200	XLOC_004746	TCONS_00006614.p1	Ss_chr2
SSTP_0000050300	XLOC_007058	TCONS_00009222.p1	Ss_chr2
SSTP_0000050400	XLOC_004747	TCONS_00006615.p1	Ss_chr2
SSTP_0000050400	XLOC_004747	TCONS_00010921.p1	Ss_chr2
SSTP_0000050500	XLOC_004748	TCONS_00006616.p1	Ss_chr2
SSTP_0000050500	XLOC_004748	TCONS_00010922.p1	Ss_chr2
SSTP_0000050600	XLOC_004749	TCONS_00006617.p1	Ss_chr2
SSTP_0000050600	XLOC_004749	TCONS_00010923.p1	Ss_chr2
SSTP_0000050700	XLOC_004749	TCONS_00006617.p1	Ss_chr2
SSTP_0000050700	XLOC_004749	TCONS_00010924.p1	Ss_chr2
SSTP_0000050800	XLOC_004750	TCONS_00006618.p1	Ss_chr2
SSTP_0000050900	XLOC_007059	TCONS_00009223.p1	Ss_chr2
SSTP_0000050900	XLOC_007059	TCONS_00011945.p1	Ss_chr2
SSTP_0000051000	XLOC_007059	TCONS_00009223.p1	Ss_chr2
SSTP_0000051000	XLOC_007059	TCONS_00011946.p1	Ss_chr2
SSTP_0000051100	XLOC_004751	TCONS_00006619.p1	Ss_chr2
SSTP_0000051200	XLOC_007060	TCONS_00009224.p1	Ss_chr2
SSTP_0000051300	XLOC_004752	TCONS_00006620.p1	Ss_chr2
SSTP_0000051400	XLOC_007061	TCONS_00009225.p1	Ss_chr2
SSTP_0000051450	XLOC_004753	TCONS_00006621.p1	Ss_chr2
SSTP_0000051500	XLOC_004753	TCONS_00006621.p1	Ss_chr2
SSTP_0000051600	XLOC_007062	TCONS_00009226.p1	Ss_chr2
SSTP_0000051600	XLOC_007062	TCONS_00011947.p1	Ss_chr2
SSTP_0000051700	XLOC_004754	TCONS_00006622.p1	Ss_chr2
SSTP_0000051800	XLOC_004755	TCONS_00006623.p1	Ss_chr2
SSTP_0000051800	XLOC_004755	TCONS_00010925.p1	Ss_chr2
SSTP_0000051900	XLOC_007063	TCONS_00009227.p1	Ss_chr2
SSTP_0000051900	XLOC_007063	TCONS_00011948.p1	Ss_chr2
SSTP_0000052000	XLOC_007063	TCONS_00009228.p1	Ss_chr2
SSTP_0000052000	XLOC_007063	TCONS_00011948.p1	Ss_chr2
SSTP_0000052100	XLOC_004756	TCONS_00006624.p1	Ss_chr2
SSTP_0000052200	XLOC_007064	TCONS_00009229.p1	Ss_chr2
SSTP_0000052300	XLOC_007065	TCONS_00009230.p1	Ss_chr2
SSTP_0000052400	XLOC_007066	TCONS_00009231.p1	Ss_chr2
SSTP_0000052400	XLOC_007066	TCONS_00011949.p1	Ss_chr2
SSTP_0000052500	XLOC_007066	TCONS_00009232.p1	Ss_chr2
SSTP_0000052500	XLOC_007066	TCONS_00011949.p1	Ss_chr2
SSTP_0000052600	XLOC_004757	TCONS_00006625.p1	Ss_chr2
SSTP_0000052700	XLOC_007067	TCONS_00009233.p1	Ss_chr2
SSTP_0000052800	XLOC_004758	TCONS_00006626.p1	Ss_chr2
SSTP_0000052800	XLOC_004758	TCONS_00010926.p1	Ss_chr2
SSTP_0000052900	XLOC_004758	TCONS_00010926.p1	Ss_chr2
SSTP_0000053000	XLOC_007068	TCONS_00009234.p1	Ss_chr2
SSTP_0000053100	XLOC_007069	TCONS_00009235.p1	Ss_chr2
SSTP_0000053200	XLOC_007070	TCONS_00009236.p1	Ss_chr2
SSTP_0000053300	XLOC_004759	TCONS_00006628.p1	Ss_chr2
SSTP_0000053400	XLOC_007071	TCONS_00009237.p1	Ss_chr2
SSTP_0000053400	XLOC_007071	TCONS_00011950.p1	Ss_chr2
SSTP_0000053500	XLOC_004760	TCONS_00006629.p1	Ss_chr2
SSTP_0000053500	XLOC_004760	TCONS_00010927.p1	Ss_chr2
SSTP_0000053600	XLOC_004760	TCONS_00006630.p1	Ss_chr2
SSTP_0000053600	XLOC_004760	TCONS_00010927.p1	Ss_chr2
SSTP_0000053700	XLOC_007072	TCONS_00009238.p1	Ss_chr2
SSTP_0000053800	XLOC_004761	TCONS_00006631.p1	Ss_chr2
SSTP_0000053900	XLOC_004762	TCONS_00006632.p1	Ss_chr2
SSTP_0000054000	XLOC_007073	TCONS_00009239.p1	Ss_chr2
SSTP_0000054000	XLOC_007073	TCONS_00011951.p1	Ss_chr2
SSTP_0000054100	XLOC_007073	TCONS_00009240.p1	Ss_chr2
SSTP_0000054100	XLOC_007073	TCONS_00011951.p1	Ss_chr2
SSTP_0000054200	XLOC_004763	TCONS_00006633.p1	Ss_chr2
SSTP_0000054300	XLOC_007074	TCONS_00009241.p1	Ss_chr2
SSTP_0000054400	XLOC_007075	TCONS_00009242.p1	Ss_chr2
SSTP_0000054400	XLOC_007075	TCONS_00009243.p1	Ss_chr2
SSTP_0000054400	XLOC_007075	TCONS_00009244.p1	Ss_chr2
SSTP_0000054400	XLOC_007075	TCONS_00011952.p1	Ss_chr2
SSTP_0000054500	XLOC_004764	TCONS_00006634.p1	Ss_chr2
SSTP_0000054600	XLOC_007076	TCONS_00009245.p1	Ss_chr2
SSTP_0000054700	XLOC_007077	TCONS_00009246.p1	Ss_chr2
SSTP_0000054800	XLOC_004765	TCONS_00006635.p1	Ss_chr2
SSTP_0000054800	XLOC_004765	TCONS_00010928.p1	Ss_chr2
SSTP_0000054900	XLOC_004765	TCONS_00006635.p1	Ss_chr2
SSTP_0000054900	XLOC_004765	TCONS_00006636.p1	Ss_chr2
SSTP_0000054900	XLOC_004765	TCONS_00010929.p1	Ss_chr2
SSTP_0000055000	XLOC_004765	TCONS_00006637.p1	Ss_chr2
SSTP_0000055000	XLOC_004765	TCONS_00010929.p1	Ss_chr2
SSTP_0000055100	XLOC_007078	TCONS_00009247.p1	Ss_chr2
SSTP_0000055100	XLOC_007078	TCONS_00011953.p1	Ss_chr2
SSTP_0000055200	XLOC_007078	TCONS_00009247.p1	Ss_chr2
SSTP_0000055200	XLOC_007078	TCONS_00011954.p1	Ss_chr2
SSTP_0000055300	XLOC_007079	TCONS_00009248.p1	Ss_chr2
SSTP_0000055300	XLOC_007079	TCONS_00011955.p1	Ss_chr2
SSTP_0000055400	XLOC_007079	TCONS_00009248.p1	Ss_chr2
SSTP_0000055400	XLOC_007079	TCONS_00011956.p1	Ss_chr2
SSTP_0000055500	XLOC_007080	TCONS_00009249.p1	Ss_chr2
SSTP_0000055600	XLOC_004766	TCONS_00006638.p1	Ss_chr2
SSTP_0000055600	XLOC_004766	TCONS_00010930.p1	Ss_chr2
SSTP_0000055700	XLOC_004766	TCONS_00006638.p1	Ss_chr2
SSTP_0000055700	XLOC_004766	TCONS_00010930.p1	Ss_chr2
SSTP_0000055800	XLOC_004767	TCONS_00006639.p1	Ss_chr2
SSTP_0000055900	XLOC_007081	TCONS_00009250.p1	Ss_chr2
SSTP_0000056000	XLOC_004768	TCONS_00006640.p1	Ss_chr2
SSTP_0000056100	XLOC_007082	TCONS_00009251.p1	Ss_chr2
SSTP_0000056200	XLOC_007083	TCONS_00009252.p1	Ss_chr2
SSTP_0000056300	XLOC_004769	TCONS_00006641.p1	Ss_chr2
SSTP_0000056400	XLOC_007084	TCONS_00009253.p1	Ss_chr2
SSTP_0000056500	XLOC_004770	TCONS_00006642.p1	Ss_chr2
SSTP_0000056600	XLOC_007085	TCONS_00009254.p1	Ss_chr2
SSTP_0000056700	XLOC_007086	TCONS_00009255.p1	Ss_chr2
SSTP_0000056800	XLOC_007087	TCONS_00009256.p1	Ss_chr2
SSTP_0000056900	XLOC_004771	TCONS_00006643.p1	Ss_chr2
SSTP_0000056900	XLOC_004771	TCONS_00010931.p1	Ss_chr2
SSTP_0000057000	XLOC_004771	TCONS_00006643.p1	Ss_chr2
SSTP_0000057000	XLOC_004771	TCONS_00010931.p1	Ss_chr2
SSTP_0000057100	XLOC_004771	TCONS_00006643.p1	Ss_chr2
SSTP_0000057100	XLOC_004771	TCONS_00010932.p1	Ss_chr2
SSTP_0000057200	XLOC_007088	TCONS_00009257.p1	Ss_chr2
SSTP_0000057200	XLOC_007088	TCONS_00011957.p1	Ss_chr2
SSTP_0000057300	XLOC_007089	TCONS_00009258.p1	Ss_chr2
SSTP_0000057400	XLOC_007090	TCONS_00009259.p1	Ss_chr2
SSTP_0000057500	XLOC_007091	TCONS_00009260.p1	Ss_chr2
SSTP_0000057500	XLOC_007091	TCONS_00011958.p1	Ss_chr2
SSTP_0000057600	XLOC_007091	TCONS_00009261.p1	Ss_chr2
SSTP_0000057600	XLOC_007091	TCONS_00011958.p1	Ss_chr2
SSTP_0000057700	XLOC_004772	TCONS_00006644.p1	Ss_chr2
SSTP_0000057800	XLOC_004773	TCONS_00006645.p1	Ss_chr2
SSTP_0000057900	XLOC_007092	TCONS_00009262.p1	Ss_chr2
SSTP_0000057900	XLOC_007092	TCONS_00011959.p1	Ss_chr2
SSTP_0000058000	XLOC_007092	TCONS_00009263.p1	Ss_chr2
SSTP_0000058000	XLOC_007092	TCONS_00011959.p1	Ss_chr2
SSTP_0000058100	XLOC_004774	TCONS_00006646.p1	Ss_chr2
SSTP_0000058100	XLOC_004774	TCONS_00010933.p1	Ss_chr2
SSTP_0000058200	XLOC_004774	TCONS_00006647.p1	Ss_chr2
SSTP_0000058200	XLOC_004774	TCONS_00010933.p1	Ss_chr2
SSTP_0000058300	XLOC_007093	TCONS_00009264.p1	Ss_chr2
SSTP_0000058400	XLOC_007094	TCONS_00009265.p1	Ss_chr2
SSTP_0000058500	XLOC_007095	TCONS_00009266.p1	Ss_chr2
SSTP_0000058600	XLOC_004775	TCONS_00006648.p1	Ss_chr2
SSTP_0000058700	XLOC_007096	TCONS_00009267.p1	Ss_chr2
SSTP_0000058800	XLOC_004776	TCONS_00006649.p1	Ss_chr2
SSTP_0000058900	XLOC_007097	TCONS_00009268.p1	Ss_chr2
SSTP_0000059000	XLOC_004777	TCONS_00006650.p1	Ss_chr2
SSTP_0000059100	XLOC_007098	TCONS_00009269.p1	Ss_chr2
SSTP_0000059100	XLOC_007098	TCONS_00011960.p1	Ss_chr2
SSTP_0000059200	XLOC_004778	TCONS_00006651.p1	Ss_chr2
SSTP_0000059200	XLOC_004778	TCONS_00010934.p1	Ss_chr2
SSTP_0000059300	XLOC_004778	TCONS_00006652.p1	Ss_chr2
SSTP_0000059300	XLOC_004778	TCONS_00010934.p1	Ss_chr2
SSTP_0000046600	XLOC_007098	TCONS_00011960.p1	Ss_chr2
SSTP_0000046500	XLOC_004779	TCONS_00006653.p1	Ss_chr2
SSTP_0000046400	XLOC_007099	TCONS_00009270.p1	Ss_chr2
SSTP_0000046300	XLOC_004780	TCONS_00006654.p1	Ss_chr2
SSTP_0000046200	XLOC_007100	TCONS_00009271.p1	Ss_chr2
SSTP_0000046000	XLOC_007101	TCONS_00009272.p1	Ss_chr2
SSTP_0000046000	XLOC_007101	TCONS_00011961.p1	Ss_chr2
SSTP_0000045900	XLOC_004782	TCONS_00010936.p1	Ss_chr2
SSTP_0000045800	XLOC_004782	TCONS_00006656.p1	Ss_chr2
SSTP_0000045800	XLOC_004782	TCONS_00010936.p1	Ss_chr2
SSTP_0000045700	XLOC_007102	TCONS_00009273.p1	Ss_chr2
SSTP_0000045600	XLOC_007103	TCONS_00009274.p1	Ss_chr2
SSTP_0000045500	XLOC_007104	TCONS_00009275.p1	Ss_chr2
SSTP_0000045400	XLOC_004783	TCONS_00006657.p1	Ss_chr2
SSTP_0000045300	XLOC_007105	TCONS_00011962.p1	Ss_chr2
SSTP_0000045200	XLOC_004784	TCONS_00006658.p1	Ss_chr2
SSTP_0000045100	XLOC_007106	TCONS_00009276.p1	Ss_chr2
SSTP_0000045100	XLOC_007106	TCONS_00011963.p1	Ss_chr2
SSTP_0000045000	XLOC_007106	TCONS_00009277.p1	Ss_chr2
SSTP_0000045000	XLOC_007106	TCONS_00011963.p1	Ss_chr2
SSTP_0000044900	XLOC_007106	TCONS_00009278.p1	Ss_chr2
SSTP_0000044900	XLOC_007106	TCONS_00011963.p1	Ss_chr2
SSTP_0000044800	XLOC_007107	TCONS_00009279.p1	Ss_chr2
SSTP_0000044700	XLOC_004785	TCONS_00006659.p1	Ss_chr2
SSTP_0000044600	XLOC_004786	TCONS_00006660.p1	Ss_chr2
SSTP_0000044600	XLOC_004786	TCONS_00010937.p1	Ss_chr2
SSTP_0000044500	XLOC_007108	TCONS_00009280.p1	Ss_chr2
SSTP_0000044400	XLOC_004787	TCONS_00006661.p1	Ss_chr2
SSTP_0000044300	XLOC_004788	TCONS_00006662.p1	Ss_chr2
SSTP_0000044300	XLOC_004788	TCONS_00010938.p1	Ss_chr2
SSTP_0000044200	XLOC_004789	TCONS_00006663.p1	Ss_chr2
SSTP_0000044200	XLOC_004789	TCONS_00010939.p1	Ss_chr2
SSTP_0000044100	XLOC_004790	TCONS_00006664.p1	Ss_chr2
SSTP_0000044000	XLOC_007109	TCONS_00009281.p1	Ss_chr2
SSTP_0000044000	XLOC_007109	TCONS_00011964.p1	Ss_chr2
SSTP_0000043900	XLOC_004791	TCONS_00006665.p1	Ss_chr2
SSTP_0000043900	XLOC_004791	TCONS_00010940.p1	Ss_chr2
SSTP_0000043800	XLOC_004791	TCONS_00006666.p1	Ss_chr2
SSTP_0000043800	XLOC_004791	TCONS_00010940.p1	Ss_chr2
SSTP_0000043700	XLOC_004792	TCONS_00006667.p1	Ss_chr2
SSTP_0000043600	XLOC_004793	TCONS_00006668.p1	Ss_chr2
SSTP_0000043500	XLOC_007110	TCONS_00009282.p1	Ss_chr2
SSTP_0000043400	XLOC_004794	TCONS_00006669.p1	Ss_chr2
SSTP_0000043300	XLOC_007111	TCONS_00009283.p1	Ss_chr2
SSTP_0000043200	XLOC_004795	TCONS_00006670.p1	Ss_chr2
SSTP_0000043200	XLOC_004795	TCONS_00010941.p1	Ss_chr2
SSTP_0000043100	XLOC_007112	TCONS_00009284.p1	Ss_chr2
SSTP_0000043100	XLOC_007112	TCONS_00011965.p1	Ss_chr2
SSTP_0000043000	XLOC_007113	TCONS_00009285.p1	Ss_chr2
SSTP_0000043000	XLOC_007113	TCONS_00011966.p1	Ss_chr2
SSTP_0000042900	XLOC_004796	TCONS_00006671.p1	Ss_chr2
SSTP_0000042800	XLOC_007114	TCONS_00009286.p1	Ss_chr2
SSTP_0000042700	XLOC_004797	TCONS_00006672.p1	Ss_chr2
SSTP_0000042700	XLOC_004797	TCONS_00010942.p1	Ss_chr2
SSTP_0000042600	XLOC_004797	TCONS_00006673.p1	Ss_chr2
SSTP_0000042600	XLOC_004797	TCONS_00010942.p1	Ss_chr2
SSTP_0000042500	XLOC_007115	TCONS_00009287.p1	Ss_chr2
SSTP_0000042500	XLOC_007115	TCONS_00011967.p1	Ss_chr2
SSTP_0000042400	XLOC_007116	TCONS_00009288.p1	Ss_chr2
SSTP_0000042300	XLOC_007117	TCONS_00009289.p1	Ss_chr2
SSTP_0000042300	XLOC_007117	TCONS_00011968.p1	Ss_chr2
SSTP_0000042200	XLOC_007117	TCONS_00009290.p1	Ss_chr2
SSTP_0000042200	XLOC_007117	TCONS_00011968.p1	Ss_chr2
SSTP_0000042100	XLOC_004798	TCONS_00006674.p1	Ss_chr2
SSTP_0000042000	XLOC_004799	TCONS_00006675.p1	Ss_chr2
SSTP_0000041900	XLOC_007118	TCONS_00009291.p1	Ss_chr2
SSTP_0000041900	XLOC_007118	TCONS_00011969.p1	Ss_chr2
SSTP_0000041800	XLOC_007119	TCONS_00009292.p1	Ss_chr2
SSTP_0000041700	XLOC_004800	TCONS_00006676.p1	Ss_chr2
SSTP_0000041700	XLOC_004800	TCONS_00010943.p1	Ss_chr2
SSTP_0000041600	XLOC_007120	TCONS_00009293.p1	Ss_chr2
SSTP_0000041500	XLOC_007121	TCONS_00009294.p1	Ss_chr2
SSTP_0000041400	XLOC_004801	TCONS_00006677.p1	Ss_chr2
SSTP_0000041400	XLOC_004801	TCONS_00010944.p1	Ss_chr2
SSTP_0000041300	XLOC_004802	TCONS_00006678.p1	Ss_chr2
SSTP_0000041300	XLOC_004802	TCONS_00010945.p1	Ss_chr2
SSTP_0000041200	XLOC_004803	TCONS_00006679.p1	Ss_chr2
SSTP_0000041100	XLOC_004804	TCONS_00006680.p1	Ss_chr2
SSTP_0000041000	XLOC_004805	TCONS_00006681.p1	Ss_chr2
SSTP_0000041000	XLOC_004805	TCONS_00010946.p1	Ss_chr2
SSTP_0000040900	XLOC_004805	TCONS_00006682.p1	Ss_chr2
SSTP_0000040900	XLOC_004805	TCONS_00010946.p1	Ss_chr2
SSTP_0000040800	XLOC_007122	TCONS_00009295.p1	Ss_chr2
SSTP_0000040700	XLOC_004806	TCONS_00006683.p1	Ss_chr2
SSTP_0000040700	XLOC_004806	TCONS_00010947.p1	Ss_chr2
SSTP_0000040600	XLOC_007124	TCONS_00009296.p1	Ss_chr2
SSTP_0000040500	XLOC_007125	TCONS_00009297.p1	Ss_chr2
SSTP_0000040400	XLOC_004807	TCONS_00006684.p1	Ss_chr2
SSTP_0000040200	XLOC_007127	TCONS_00009299.p1	Ss_chr2
SSTP_0000040100	XLOC_007128	TCONS_00009300.p1	Ss_chr2
SSTP_0000040000	XLOC_004808	TCONS_00006685.p1	Ss_chr2
SSTP_0000039900	XLOC_004809	TCONS_00006686.p1	Ss_chr2
SSTP_0000039800	XLOC_007129	TCONS_00009301.p1	Ss_chr2
SSTP_0000039700	XLOC_004810	TCONS_00006687.p1	Ss_chr2
SSTP_0000039600	XLOC_007130	TCONS_00009302.p1	Ss_chr2
SSTP_0000039500	XLOC_007131	TCONS_00009303.p1	Ss_chr2
SSTP_0000039500	XLOC_007131	TCONS_00011971.p1	Ss_chr2
SSTP_0000039400	XLOC_007132	TCONS_00009304.p1	Ss_chr2
SSTP_0000039400	XLOC_007132	TCONS_00011972.p1	Ss_chr2
SSTP_0000039300	XLOC_007133	TCONS_00009305.p1	Ss_chr2
SSTP_0000039200	XLOC_007134	TCONS_00009306.p1	Ss_chr2
SSTP_0000039100	XLOC_004811	TCONS_00006688.p1	Ss_chr2
SSTP_0000039000	XLOC_004812	TCONS_00006689.p1	Ss_chr2
SSTP_0000038900	XLOC_007135	TCONS_00009307.p1	Ss_chr2
SSTP_0000038800	XLOC_004813	TCONS_00006690.p1	Ss_chr2
SSTP_0000038800	XLOC_004813	TCONS_00010948.p1	Ss_chr2
SSTP_0000038700	XLOC_007136	TCONS_00009308.p1	Ss_chr2
SSTP_0000038600	XLOC_004814	TCONS_00006691.p1	Ss_chr2
SSTP_0000038500	XLOC_007137	TCONS_00009309.p1	Ss_chr2
SSTP_0000038500	XLOC_007137	TCONS_00011974.p1	Ss_chr2
SSTP_0000038400	XLOC_004815	TCONS_00006692.p1	Ss_chr2
SSTP_0000038400	XLOC_004815	TCONS_00010949.p1	Ss_chr2
SSTP_0000038300	XLOC_004815	TCONS_00006693.p1	Ss_chr2
SSTP_0000038300	XLOC_004815	TCONS_00010949.p1	Ss_chr2
SSTP_0000038200	XLOC_007138	TCONS_00009310.p1	Ss_chr2
SSTP_0000038100	XLOC_007139	TCONS_00009311.p1	Ss_chr2
SSTP_0000038000	XLOC_004816	TCONS_00006694.p1	Ss_chr2
SSTP_0000037900	XLOC_004817	TCONS_00006695.p1	Ss_chr2
SSTP_0000037800	XLOC_004818	TCONS_00006696.p1	Ss_chr2
SSTP_0000037800	XLOC_004818	TCONS_00010950.p1	Ss_chr2
SSTP_0000037700	XLOC_007140	TCONS_00009312.p1	Ss_chr2
SSTP_0000037600	XLOC_004819	TCONS_00006697.p1	Ss_chr2
SSTP_0000037500	XLOC_004820	TCONS_00006698.p1	Ss_chr2
SSTP_0000037500	XLOC_004820	TCONS_00010951.p1	Ss_chr2
SSTP_0000037400	XLOC_004820	TCONS_00006699.p1	Ss_chr2
SSTP_0000037400	XLOC_004820	TCONS_00010951.p1	Ss_chr2
SSTP_0000037300	XLOC_004821	TCONS_00006700.p1	Ss_chr2
SSTP_0000068300	XLOC_004822	TCONS_00006701.p1	Ss_chr2
SSTP_0000068400	XLOC_004823	TCONS_00006702.p1	Ss_chr2
SSTP_0001073300	XLOC_004824	TCONS_00006703.p1	Ss_chr2
SSTP_0000037200	XLOC_004826	TCONS_00006705.p1	Ss_chr2
SSTP_0000711500	XLOC_004827	TCONS_00006706.p1	Ss_chr2
SSTP_0000711500	XLOC_004827	TCONS_00010952.p1	Ss_chr2
SSTP_0000711600	XLOC_004828	TCONS_00006707.p1	Ss_chr2
SSTP_0000711700	XLOC_004829	TCONS_00006708.p1	Ss_chr2
SSTP_0000711800	XLOC_007142	TCONS_00009313.p1	Ss_chr2
SSTP_0000711900	XLOC_007143	TCONS_00009314.p1	Ss_chr2
SSTP_0000712000	XLOC_004830	TCONS_00006709.p1	Ss_chr2
SSTP_0000712000	XLOC_004830	TCONS_00010953.p1	Ss_chr2
SSTP_0000712100	XLOC_007144	TCONS_00009315.p1	Ss_chr2
SSTP_0000712200	XLOC_004831	TCONS_00006710.p1	Ss_chr2
SSTP_0000712300	XLOC_007145	TCONS_00009316.p1	Ss_chr2
SSTP_0000712400	XLOC_007146	TCONS_00009317.p1	Ss_chr2
SSTP_0000712500	XLOC_007147	TCONS_00009318.p1	Ss_chr2
SSTP_0000712600	XLOC_007148	TCONS_00009319.p1	Ss_chr2
SSTP_0000712600	XLOC_007148	TCONS_00011976.p1	Ss_chr2
SSTP_0000712700	XLOC_007148	TCONS_00009319.p1	Ss_chr2
SSTP_0000712700	XLOC_007148	TCONS_00011976.p1	Ss_chr2
SSTP_0000712800	XLOC_004832	TCONS_00006711.p1	Ss_chr2
SSTP_0000712900	XLOC_007149	TCONS_00009320.p1	Ss_chr2
SSTP_0000712900	XLOC_007149	TCONS_00011977.p1	Ss_chr2
SSTP_0000713000	XLOC_004833	TCONS_00006712.p1	Ss_chr2
SSTP_0000713100	XLOC_007150	TCONS_00009321.p1	Ss_chr2
SSTP_0000713100	XLOC_007150	TCONS_00011978.p1	Ss_chr2
SSTP_0000713200	XLOC_004834	TCONS_00006713.p1	Ss_chr2
SSTP_0000713200	XLOC_004834	TCONS_00010954.p1	Ss_chr2
SSTP_0000713300	XLOC_007151	TCONS_00009322.p1	Ss_chr2
SSTP_0000713400	XLOC_004835	TCONS_00006714.p1	Ss_chr2
SSTP_0000713400	XLOC_004835	TCONS_00010955.p1	Ss_chr2
SSTP_0000713500	XLOC_007152	TCONS_00009323.p1	Ss_chr2
SSTP_0000713500	XLOC_007152	TCONS_00011979.p1	Ss_chr2
SSTP_0000713600	XLOC_007152	TCONS_00009324.p1	Ss_chr2
SSTP_0000713600	XLOC_007152	TCONS_00011979.p1	Ss_chr2
SSTP_0000713700	XLOC_004836	TCONS_00006715.p1	Ss_chr2
SSTP_0000713800	XLOC_007153	TCONS_00009325.p1	Ss_chr2
SSTP_0000713900	XLOC_004837	TCONS_00006716.p1	Ss_chr2
SSTP_0000714000	XLOC_007154	TCONS_00009326.p1	Ss_chr2
SSTP_0000714100	XLOC_007155	TCONS_00009327.p1	Ss_chr2
SSTP_0000714200	XLOC_004838	TCONS_00006717.p1	Ss_chr2
SSTP_0000714300	XLOC_004839	TCONS_00006718.p1	Ss_chr2
SSTP_0000714300	XLOC_004839	TCONS_00010956.p1	Ss_chr2
SSTP_0000714350	XLOC_004839	TCONS_00006718.p1	Ss_chr2
SSTP_0000714350	XLOC_004839	TCONS_00010957.p1	Ss_chr2
SSTP_0000714400	XLOC_007156	TCONS_00009328.p1	Ss_chr2
SSTP_0000714500	XLOC_004840	TCONS_00006719.p1	Ss_chr2
SSTP_0000714600	XLOC_007157	TCONS_00009329.p1	Ss_chr2
SSTP_0000714600	XLOC_007157	TCONS_00011980.p1	Ss_chr2
SSTP_0000714700	XLOC_007157	TCONS_00009330.p1	Ss_chr2
SSTP_0000714700	XLOC_007157	TCONS_00011980.p1	Ss_chr2
SSTP_0000714800	XLOC_004841	TCONS_00006720.p1	Ss_chr2
SSTP_0000714800	XLOC_004841	TCONS_00010958.p1	Ss_chr2
SSTP_0000714900	XLOC_007158	TCONS_00009331.p1	Ss_chr2
SSTP_0001286000	XLOC_004842	TCONS_00006721.p1	Ss_chr2
SSTP_0001286000	XLOC_004842	TCONS_00010959.p1	Ss_chr2
SSTP_0001286100	XLOC_004842	TCONS_00006722.p1	Ss_chr2
SSTP_0001286100	XLOC_004842	TCONS_00010959.p1	Ss_chr2
SSTP_0000715100	XLOC_007159	TCONS_00009332.p1	Ss_chr2
SSTP_0000715200	XLOC_004843	TCONS_00006723.p1	Ss_chr2
SSTP_0000715300	XLOC_007160	TCONS_00009333.p1	Ss_chr2
SSTP_0000715300	XLOC_007160	TCONS_00011981.p1	Ss_chr2
SSTP_0000715400	XLOC_004844	TCONS_00006724.p1	Ss_chr2
SSTP_0000715400	XLOC_004844	TCONS_00010960.p1	Ss_chr2
SSTP_0000715500	XLOC_004845	TCONS_00006725.p1	Ss_chr2
SSTP_0000715500	XLOC_004845	TCONS_00010961.p1	Ss_chr2
SSTP_0000715600	XLOC_007163	TCONS_00009336.p1	Ss_chr2
SSTP_0000715600	XLOC_007163	TCONS_00011983.p1	Ss_chr2
SSTP_0000715700	XLOC_007163	TCONS_00009337.p1	Ss_chr2
SSTP_0000715700	XLOC_007163	TCONS_00011983.p1	Ss_chr2
SSTP_0000715800	XLOC_007164	TCONS_00009338.p1	Ss_chr2
SSTP_0000715900	XLOC_004846	TCONS_00006726.p1	Ss_chr2
SSTP_0000716100	XLOC_004848	TCONS_00006728.p1	Ss_chr2
SSTP_0000716200	XLOC_007165	TCONS_00009339.p1	Ss_chr2
SSTP_0000716300	XLOC_004849	TCONS_00006729.p1	Ss_chr2
SSTP_0000716400	XLOC_007166	TCONS_00009340.p1	Ss_chr2
SSTP_0000716400	XLOC_007166	TCONS_00011984.p1	Ss_chr2
SSTP_0000716500	XLOC_007166	TCONS_00009341.p1	Ss_chr2
SSTP_0000716500	XLOC_007166	TCONS_00011984.p1	Ss_chr2
SSTP_0000716600	XLOC_004850	TCONS_00006730.p1	Ss_chr2
SSTP_0000716700	XLOC_007167	TCONS_00009342.p1	Ss_chr2
SSTP_0000716700	XLOC_007167	TCONS_00011985.p1	Ss_chr2
SSTP_0000716800	XLOC_007167	TCONS_00009343.p1	Ss_chr2
SSTP_0000716800	XLOC_007167	TCONS_00011985.p1	Ss_chr2
SSTP_0000716900	XLOC_004851	TCONS_00006731.p1	Ss_chr2
SSTP_0000717000	XLOC_007168	TCONS_00009344.p1	Ss_chr2
SSTP_0000717100	XLOC_007169	TCONS_00009345.p1	Ss_chr2
SSTP_0000717200	XLOC_004852	TCONS_00006732.p1	Ss_chr2
SSTP_0000717300	XLOC_007170	TCONS_00009346.p1	Ss_chr2
SSTP_0000717300	XLOC_007170	TCONS_00011986.p1	Ss_chr2
SSTP_0000717400	XLOC_007170	TCONS_00011986.p1	Ss_chr2
SSTP_0000717500	XLOC_004853	TCONS_00006733.p1	Ss_chr2
